Koppen,Soil,Vegetation,Count,Average
Cwa,Histosols,tropical deciduous broadleaf forest and woodland,976,91.07786885245902
Cwb,Calcisols,warm-temperate evergreen broadleaf and mixed forest,1311,26.682684973302823
Am,Kastanozems,wet sclerophyll forest,1,0
Aw,Ferrasols,wet sclerophyll forest,133,183.1203007518797
Csa,Durisols,temperate evergreen needleleaf open woodland,15,53.8
Cwb,Andosols,temperate sclerophyll woodland and shrubland,1,0
BSk,Chernozems,warm-temperate evergreen broadleaf and mixed forest,1960,57.91581632653061
Cwb,Fluvisols,warm-temperate evergreen broadleaf and mixed forest,1442,48.62690707350902
BWk,Kastanozems,wet sclerophyll forest,68,0
BSk,Andosols,temperate sclerophyll woodland and shrubland,1,98
Af,Nitisols,tropical evergreen broadleaf forest,22020,8.927611262488647
Dsc,Durisols,wet sclerophyll forest,25,0
Am,Fluvisols,tropical savanna,858,18.791375291375292
Cwb,Histosols,cold evergreen needleleaf forest,35,27.771428571428572
Cfa,Leptosols,temperate deciduous broadleaf forest,1012,138.31620553359684
BWk,Leptosols,cold evergreen needleleaf forest,1,0
Cfb,Alisols,tropical savanna,28,73.5
BSk,Histosols,tropical savanna,2,0
Cwb,Cryosols,tropical deciduous broadleaf forest and woodland,1,0
BWh,Histosols,tropical deciduous broadleaf forest and woodland,31,69.54838709677419
Cfc,Phaeozems,cool evergreen needleleaf forest,22,37.54545454545455
Cfb,Gypsisols,cold evergreen needleleaf forest,4,0
Cwc,Albeluvisols,tropical grassland,4,6
Cwa,Solonetz,tropical savanna,50,0.92
BSh,Umbrisols,tropical evergreen broadleaf forest,7,102.57142857142857
Dsc,Histosols,low and high shrub tundra,785,0.0012738853503184713
Dsb,Cambisols,cold evergreen needleleaf forest,154,8.168831168831169
Af,Cambisols,tropical evergreen broadleaf forest,13790,38.6193618564177
Cfa,Histosols,temperate sclerophyll woodland and shrubland,84,74.35714285714286
Dfb,Stagnosols,tropical grassland,5,0
Dsb,Planosols,tropical grassland,142,0.5352112676056338
Csb,Gypsisols,temperate deciduous broadleaf forest,64,104.5625
Cfa,Cambisols,cool mixed forest,52,135.98076923076923
Dwc,Nitisols,cold deciduous forest,708,0.07909604519774012
Dsc,Regosols,cold evergreen needleleaf forest,77,0
Dwb,Lixisols,cold evergreen needleleaf forest,844,7.963270142180095
Cwa,Albeluvisols,cold evergreen needleleaf forest,5,37.6
BSh,Stagnosols,tropical grassland,747,22.518072289156628
Dfa,Umbrisols,temperate deciduous broadleaf forest,26,30.26923076923077
Dwc,Fluvisols,desert,68,0.08823529411764706
Csb,Albeluvisols,tropical savanna,9,383.1111111111111
Dsc,Chernozems,low and high shrub tundra,2707,0.37421499815293685
Cfb,Fluvisols,cold evergreen needleleaf forest,1,0
Csc,Kastanozems,tropical grassland,4,0
Cwb,Lixisols,tropical savanna,22,67.04545454545455
Dwc,Lixisols,low and high shrub tundra,457,0
Cfb,Lixisols,cool mixed forest,1161,248.18001722652886
Dfb,Gleysols,warm-temperate evergreen broadleaf and mixed forest,7,123.28571428571429
Dsc,Plinthosols,wet sclerophyll forest,33,0.030303030303030304
BSh,Planosols,tropical evergreen broadleaf forest,5,141.2
Dfc,Cryosols,graminoid and forb tundra,28,0
Aw,Kastanozems,tropical savanna,15457,19.776735459662287
Csa,Phaeozems,tropical grassland,316,100.66455696202532
Dfc,Lixisols,graminoid and forb tundra,13,0
Dfd,Arenosols,cold deciduous forest,88,0
Cfb,Andosols,tropical xerophytic shrubland,128,124.7890625
Dfc,Luvisols,desert,1,0
BSh,Alisols,tropical deciduous broadleaf forest and woodland,67,120.80597014925372
Am,Leptosols,tropical grassland,4,0
Dsb,Podzols,temperate deciduous broadleaf forest,352,4.488636363636363
Dfc,Andosols,erect dwarf-shrub tundra,75,1.16
Cfb,Ferrasols,cold deciduous forest,1,331
ET,Cryosols,tropical xerophytic shrubland,1861,0.0010746910263299302
Aw,Planosols,wet sclerophyll forest,5,55.6
Dfb,Luvisols,temperate deciduous broadleaf forest,8577,162.14503905794567
Dfd,Durisols,low and high shrub tundra,41,0
Dfc,Arenosols,erect dwarf-shrub tundra,32,2.8125
Dsa,Luvisols,temperate evergreen needleleaf open woodland,72,39.208333333333336
BSk,Fluvisols,cold deciduous forest,33,14.090909090909092
Csb,Chernozems,tropical savanna,3,0
Dfb,Andosols,temperate sclerophyll woodland and shrubland,1,0
Cwb,Gypsisols,tropical grassland,562,56.236654804270465
BWk,Chernozems,temperate sclerophyll woodland and shrubland,1072,1.9253731343283582
BSh,Cambisols,tropical semi-evergreen broadleaf forest,1,0
Dfb,Leptosols,temperate evergreen needleleaf open woodland,557,15.872531418312388
Dwc,Arenosols,tropical grassland,30,0.36666666666666664
Cwb,Fluvisols,tropical xerophytic shrubland,576,58.99131944444444
ET,Kastanozems,graminoid and forb tundra,1675,0.11462686567164179
Cfa,Andosols,tropical semi-evergreen broadleaf forest,3,11.333333333333334
Csa,Solonchaks,graminoid and forb tundra,11,113.81818181818181
Aw,Podzols,tropical grassland,537,24.929236499068903
BWh,Stagnosols,tropical xerophytic shrubland,53,66.73584905660377
Cfb,Ferrasols,temperate evergreen needleleaf open woodland,5,89
Dfc,Planosols,wet sclerophyll forest,4,0
BSk,Cryosols,desert,2761,29.516479536399856
BSh,Calcisols,desert,498,71.55622489959839
Dfc,Planosols,cool evergreen needleleaf forest,230,0.6434782608695652
Af,Cambisols,tropical savanna,1004,33.57569721115538
BWh,Durisols,tropical xerophytic shrubland,2845,23.29420035149385
Dsb,Nitisols,tropical grassland,135,0.17037037037037037
Af,Ferrasols,warm-temperate evergreen broadleaf and mixed forest,12165,13.679243732018085
BSk,Gypsisols,temperate deciduous broadleaf forest,643,64.6796267496112
Cwa,Histosols,tropical grassland,249,45.95582329317269
Csc,Histosols,tropical grassland,4,0
Dfa,Kastanozems,tropical grassland,19429,24.063616243759327
BWh,Cambisols,tropical xerophytic shrubland,26810,63.35673256247669
Cwa,Histosols,warm-temperate evergreen broadleaf and mixed forest,2302,75.45221546481321
BWk,Leptosols,desert,14642,4.776669853845103
BSk,Cryosols,temperate sclerophyll woodland and shrubland,311,7.221864951768489
Cfc,Luvisols,erect dwarf-shrub tundra,19,10.947368421052632
Dfb,Vertisols,cool mixed forest,1575,67.59301587301587
Dsd,Cambisols,cold deciduous forest,416,0
Dwd,Histosols,cold deciduous forest,10612,0.01290991330569167
Dsb,Lixisols,cold evergreen needleleaf forest,43,6.837209302325581
Aw,Regosols,warm-temperate evergreen broadleaf and mixed forest,355,38.884507042253524
BSh,Fluvisols,wet sclerophyll forest,1,0
Cfa,Cambisols,tropical semi-evergreen broadleaf forest,5,80.8
Csa,Histosols,cold evergreen needleleaf forest,1,765
Am,Nitisols,temperate evergreen needleleaf open woodland,2,765
Dsa,Cryosols,warm-temperate evergreen broadleaf and mixed forest,3,10.333333333333334
Cfa,Ferrasols,temperate deciduous broadleaf forest,712,185.7865168539326
Cwb,Umbrisols,tropical xerophytic shrubland,194,112.96907216494846
Dwb,Gypsisols,temperate deciduous broadleaf forest,356,8.280898876404494
BWh,Plinthosols,tropical savanna,62,18.85483870967742
Af,Acrisols,tropical grassland,129,40.201550387596896
Csa,Ferrasols,desert,10,164.2
Aw,Solonchaks,tropical evergreen broadleaf forest,71,209.0281690140845
Am,Ferrasols,tropical xerophytic shrubland,6,292.3333333333333
Cfc,Cryosols,erect dwarf-shrub tundra,16,10.3125
Dwb,Gypsisols,cool mixed forest,1086,15.383977900552486
Cwa,Nitisols,temperate sclerophyll woodland and shrubland,15,58.06666666666667
ET,Calcisols,erect dwarf-shrub tundra,59,0.847457627118644
Am,Podzols,warm-temperate evergreen broadleaf and mixed forest,153,78.88888888888889
ET,Andosols,cold evergreen needleleaf forest,226,0
Cfa,Arenosols,tropical xerophytic shrubland,262,261.4503816793893
Am,Cambisols,temperate evergreen needleleaf open woodland,7,547
BSh,Nitisols,tropical xerophytic shrubland,3181,11.965419679346118
Aw,Cryosols,tropical evergreen broadleaf forest,5731,27.669516663758507
Cfc,Histosols,cool mixed forest,1,0
Cfb,Planosols,tropical savanna,2,8
Cwa,Cryosols,tropical savanna,1634,13.364137086903305
Csa,Vertisols,desert,10,143.5
Cwa,Chernozems,tropical grassland,97,26.298969072164947
Csc,Gleysols,wet sclerophyll forest,7,0.2857142857142857
Cfb,Histosols,tropical savanna,147,55.29931972789116
Csa,Cryosols,tropical xerophytic shrubland,222,173.18018018018017
Dwc,Cryosols,tropical grassland,12608,0.7657836294416244
Dsc,Gleysols,desert,4,41.25
Csa,Chernozems,temperate sclerophyll woodland and shrubland,293,36.55972696245734
Csa,Arenosols,tropical grassland,35,346.3142857142857
Af,Cryosols,tropical xerophytic shrubland,2,32
ET,Planosols,cool mixed forest,355,5.070422535211268
BSk,Lixisols,temperate evergreen needleleaf open woodland,2954,11.209207853757617
Dfc,Calcisols,cool mixed forest,19,0.5263157894736842
Am,Durisols,tropical savanna,902,15.220620842572062
Cwb,Calcisols,wet sclerophyll forest,3,5.333333333333333
Cfa,Planosols,temperate sclerophyll woodland and shrubland,1872,54.48344017094017
BSk,Phaeozems,desert,1043,10.426653883029722
Cwb,Solonetz,tropical grassland,77,64.6103896103896
Dwc,Luvisols,cold evergreen needleleaf forest,2843,2.7172001406964474
Cwb,Durisols,temperate deciduous broadleaf forest,49,2.4285714285714284
Csb,Andosols,tropical xerophytic shrubland,45,180.2888888888889
BWk,Luvisols,temperate deciduous broadleaf forest,237,104.67932489451476
Cfb,Ferrasols,tropical deciduous broadleaf forest and woodland,122,17.15573770491803
Dsa,Podzols,tropical xerophytic shrubland,14,0
Af,Histosols,tropical grassland,2,19.5
Cfa,Lixisols,tropical semi-evergreen broadleaf forest,5,8.8
Af,Solonetz,tropical grassland,1,0
Csa,Alisols,temperate sclerophyll woodland and shrubland,2,14.5
BWh,Regosols,desert,24021,4.598476333208443
Dwa,Fluvisols,tropical grassland,612,148.94444444444446
Dsa,Kastanozems,tropical grassland,330,23.881818181818183
Dwc,Solonchaks,tropical grassland,16,1.5
Dsa,Histosols,desert,4,1.25
Am,Leptosols,tropical savanna,436,14.685779816513762
Cwa,Vertisols,warm-temperate evergreen broadleaf and mixed forest,205,177.4
BWk,Phaeozems,tropical xerophytic shrubland,380,3.3210526315789473
Cwb,Fluvisols,tropical savanna,43,9.30232558139535
Cfa,Gypsisols,temperate deciduous broadleaf forest,726,131.4917355371901
BWk,Fluvisols,wet sclerophyll forest,53,0
Csb,Cambisols,tropical savanna,16,46.375
ET,Leptosols,low and high shrub tundra,733,0.02592087312414734
Cfb,Gypsisols,tropical savanna,170,48.15294117647059
ET,Leptosols,warm-temperate evergreen broadleaf and mixed forest,12,95.5
Dwa,Lixisols,tropical grassland,395,133.84810126582278
BWh,Planosols,tropical xerophytic shrubland,754,16.05702917771883
Cfb,Chernozems,tropical savanna,157,78.8407643312102
Cfa,Lixisols,tropical grassland,459,79.80174291938998
Cwc,Planosols,tropical grassland,1,0
Dfc,Plinthosols,temperate evergreen needleleaf open woodland,66,0.10606060606060606
Aw,Solonetz,tropical evergreen broadleaf forest,102,233.72549019607843
Aw,Phaeozems,tropical deciduous broadleaf forest and woodland,4006,57.2890664003994
Dfa,Nitisols,tropical grassland,1053,55.129154795821464
Cwc,Cryosols,tropical grassland,19,68.21052631578948
EF,Fluvisols,tropical grassland,27,0
BSh,Regosols,temperate evergreen needleleaf open woodland,105,17.36190476190476
Cfa,Arenosols,temperate sclerophyll woodland and shrubland,61,90.62295081967213
Af,Acrisols,tropical deciduous broadleaf forest and woodland,264,44.32954545454545
Cfb,Plinthosols,tropical xerophytic shrubland,9,15.444444444444445
Cwb,Chernozems,tropical deciduous broadleaf forest and woodland,2,67
Dsc,Lixisols,cold deciduous forest,5,0
Csb,Histosols,tropical xerophytic shrubland,183,72.48633879781421
BSk,Kastanozems,warm-temperate evergreen broadleaf and mixed forest,2691,36.401709401709404
BSh,Gleysols,warm-temperate evergreen broadleaf and mixed forest,303,49.15841584158416
Cwb,Calcisols,tropical savanna,14,0.2857142857142857
Csb,Solonchaks,tropical xerophytic shrubland,25,95.04
EF,Chernozems,low and high shrub tundra,33,0
Dfb,Lixisols,cool mixed forest,10908,89.37990465713239
Dfb,Regosols,cool mixed forest,129,87.12403100775194
Dsb,Histosols,wet sclerophyll forest,1,0
Dwb,Planosols,warm-temperate evergreen broadleaf and mixed forest,3,0.6666666666666666
Csa,Leptosols,tropical savanna,6,187.83333333333334
Dsa,Lixisols,temperate evergreen needleleaf open woodland,45,33.75555555555555
Dwb,Histosols,cold evergreen needleleaf forest,968,8.90392561983471
BSh,Nitisols,desert,251,30.637450199203187
Cfb,Andosols,cool mixed forest,3,1.6666666666666667
Csa,Gleysols,tropical semi-evergreen broadleaf forest,3,5.333333333333333
Cwb,Podzols,tropical savanna,1,228
Aw,Durisols,tropical xerophytic shrubland,511,8.41095890410959
BSh,Fluvisols,tropical savanna,13799,6.747228060004348
BWk,Nitisols,tropical xerophytic shrubland,452,5.163716814159292
Aw,Leptosols,tropical deciduous broadleaf forest and woodland,7194,36.15679733110926
Dwc,Albeluvisols,tropical grassland,30,0.6333333333333333
Dfb,Cambisols,temperate deciduous broadleaf forest,22641,54.183958305728545
Cfb,Phaeozems,tropical savanna,31,28.516129032258064
Dfc,Ferrasols,desert,3,0
EF,Chernozems,erect dwarf-shrub tundra,1,0
Dwc,Chernozems,temperate evergreen needleleaf open woodland,8,0.75
Csa,Histosols,tropical xerophytic shrubland,303,137.15181518151815
Dsc,Ferrasols,cold deciduous forest,86,0
Am,Plinthosols,tropical semi-evergreen broadleaf forest,1,144
Dfb,Alisols,temperate deciduous broadleaf forest,1239,52.82082324455206
Csa,Chernozems,cool evergreen needleleaf forest,3,50.666666666666664
Cwa,Luvisols,temperate deciduous broadleaf forest,777,25.813384813384815
Dfb,Podzols,erect dwarf-shrub tundra,12,1.8333333333333333
BSk,Stagnosols,warm-temperate evergreen broadleaf and mixed forest,89,94.73033707865169
Dwb,Plinthosols,cold deciduous forest,1,15
Dsc,Arenosols,cool evergreen needleleaf forest,82,0
Csa,Cryosols,graminoid and forb tundra,1,765
Cwc,Alisols,tropical grassland,2,0.5
Csa,Leptosols,temperate evergreen needleleaf open woodland,24,1.7916666666666667
Dwc,Calcisols,tropical grassland,160,1.8125
BSh,Plinthosols,warm-temperate evergreen broadleaf and mixed forest,147,39.12244897959184
BSk,Gypsisols,wet sclerophyll forest,108,0
Af,Nitisols,warm-temperate evergreen broadleaf and mixed forest,1685,10.246290801186944
Dfa,Chernozems,desert,77,61.94805194805195
BSh,Planosols,temperate evergreen needleleaf open woodland,18,39.666666666666664
Dfb,Luvisols,cool mixed forest,29522,94.4455321455186
BSh,Planosols,tropical savanna,1414,11.174681753889674
Cfa,Luvisols,tropical semi-evergreen broadleaf forest,1,0
Cwa,Fluvisols,tropical grassland,264,45.621212121212125
BSh,Leptosols,wet sclerophyll forest,1,0
BWh,Plinthosols,desert,3159,6.431782209559987
Dsb,Kastanozems,cold evergreen needleleaf forest,42,1.9523809523809523
Dwd,Ferrasols,cold deciduous forest,1661,0
Dfb,Arenosols,temperate deciduous broadleaf forest,541,42.033271719038815
BSh,Solonetz,warm-temperate evergreen broadleaf and mixed forest,101,82.00990099009901
Dfc,Durisols,wet sclerophyll forest,5,0.4
Cwb,Andosols,tropical deciduous broadleaf forest and woodland,1,0
Am,Fluvisols,tropical grassland,100,119.38
Csa,Phaeozems,temperate sclerophyll woodland and shrubland,46,29.847826086956523
Af,Alisols,tropical semi-evergreen broadleaf forest,198,14.126262626262626
Dsb,Podzols,cool evergreen needleleaf forest,1112,0.822841726618705
Cfa,Kastanozems,warm-temperate evergreen broadleaf and mixed forest,3679,74.81462353900517
Cwb,Solonetz,tropical xerophytic shrubland,82,90.4390243902439
Csa,Cryosols,warm-temperate evergreen broadleaf and mixed forest,1813,116.27468284611142
Am,Acrisols,tropical evergreen broadleaf forest,63386,11.032688606316853
ET,Luvisols,temperate deciduous broadleaf forest,56,2.2142857142857144
Af,Cambisols,tropical xerophytic shrubland,3,48.666666666666664
ET,Gleysols,erect dwarf-shrub tundra,4916,0.2339300244100895
EF,Luvisols,desert,1,0
Csb,Acrisols,tropical grassland,13,197.07692307692307
Dsc,Gleysols,erect dwarf-shrub tundra,39,0
Am,Albeluvisols,tropical savanna,560,46.62321428571428
BWh,Regosols,tropical savanna,114,16.210526315789473
Cfa,Cambisols,tropical xerophytic shrubland,138,191.2826086956522
Cwa,Cambisols,tropical grassland,156,25.442307692307693
BWk,Calcisols,temperate evergreen needleleaf open woodland,3394,4.3470830878020035
Cfb,Leptosols,low and high shrub tundra,1,27
Aw,Solonchaks,tropical xerophytic shrubland,41,51.97560975609756
Cfa,Luvisols,tropical xerophytic shrubland,1303,17.68227168073676
Dfc,Gleysols,graminoid and forb tundra,12,0
Cwb,Gypsisols,tropical xerophytic shrubland,434,60.8110599078341
Csc,Planosols,wet sclerophyll forest,6,0
BSh,Fluvisols,temperate sclerophyll woodland and shrubland,52,0
Cwb,Arenosols,temperate deciduous broadleaf forest,2,7.5
Cfb,Umbrisols,warm-temperate evergreen broadleaf and mixed forest,12,105.5
Dwb,Chernozems,temperate deciduous broadleaf forest,648,12.942901234567902
ET,Gypsisols,cold deciduous forest,1308,0
BWh,Umbrisols,tropical xerophytic shrubland,75,33.53333333333333
BSh,Podzols,temperate sclerophyll woodland and shrubland,77,12.844155844155845
Cfb,Calcisols,wet sclerophyll forest,690,5.2101449275362315
Cwa,Phaeozems,tropical xerophytic shrubland,627,48.69537480063796
Dsb,Plinthosols,tropical grassland,167,1.2694610778443114
Dfa,Lixisols,tropical grassland,538,43.05204460966543
Dsc,Phaeozems,cool evergreen needleleaf forest,67,11.417910447761194
ET,Ferrasols,cold deciduous forest,1291,0.0077459333849728895
Dfa,Fluvisols,tropical grassland,423,67.38770685579196
Csb,Lixisols,temperate deciduous broadleaf forest,153,95.74509803921569
BWk,Fluvisols,temperate sclerophyll woodland and shrubland,655,4.458015267175573
Aw,Podzols,tropical deciduous broadleaf forest and woodland,2030,71.89507389162561
Dsc,Cryosols,erect dwarf-shrub tundra,73,0
Csc,Luvisols,tropical grassland,14,6.928571428571429
Cfb,Kastanozems,cool evergreen needleleaf forest,39,25.128205128205128
Af,Solonchaks,tropical grassland,1,0
Csc,Arenosols,wet sclerophyll forest,16,0.0625
BSk,Nitisols,desert,1249,12.722978382706165
BWh,Cambisols,temperate evergreen needleleaf open woodland,110,2
BSk,Lixisols,tropical savanna,2,55
Dfc,Leptosols,erect dwarf-shrub tundra,279,1.7025089605734767
Dwc,Nitisols,cold evergreen needleleaf forest,1018,5.736738703339882
Cfa,Calcisols,temperate sclerophyll woodland and shrubland,60,68.96666666666667
Csa,Calcisols,temperate deciduous broadleaf forest,1162,45.77969018932875
Dwb,Durisols,cold evergreen needleleaf forest,627,8.588516746411484
